"ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predicted_price","profit","buy"
11394,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"UB5","D",42,2,2.1,1.1,266,140,"Average","owner-occupied",51.539562,-0.37415,101,35,5,"northolt","Affinity Water",44800,"Ealing","tube",1,0,0,1.0141248,189000,200591.043669809,0.0613282733852336,0
3126,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"N12","F",135,5,10,2.6,417,106,"Average","owner-occupied",51.617253,-0.195558,37,77,4,"woodside park","Affinity Water",65800,"Barnet","tube",1,0,0,0.6704906,917000,972680.730170102,0.0607205345366435,0
2784,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"EN1","C",106,6,3.4,1.7,184,90,"Good","owner-occupied",51.640527,-0.069595,67,23,5,"bush hill park","Thames Water",56700,"Enfield","light_rail",0,0,1,0.2131402,557000,590523.070324929,0.060185045466659,0
7136,NA,NA,"F","N","L",NA,NA,NA,"ACTON",NA,NA,"W4","C",85,4,1.7,1.7,113,113,"Good","owner-occupied",51.501698,-0.2638,61,10,3,"south acton","Thames Water",63300,"Hounslow","light_rail",0,0,1,0.490906,601000,636714.619318203,0.0594253233247973,0
3014,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR5","D",110.44,6,4.5,4.4,212,209,"Average","owner-occupied",51.315728,-0.151378,162,126,6,"woodmansterne","SES Water",63300,"Croydon","rail",0,1,0,0.565474,523000,552942.279229085,0.0572510119102967,0
11659,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E3","D",68.12,4,4,3.9,347,343,"Good","owner-occupied",51.534341,-0.029407,6,14,2,"bow road","Thames Water",46200,"Tower Hamlets","tube",2,0,0,0.8289476,370000,391079.193448985,0.0569707931053647,0
10700,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW10","D",66,4,3.4,1.2,292,104,"Average","owner-occupied",51.461373,-0.294302,79,23,4,"richmond","Thames Water",60900,"Richmond upon Thames","tube",1,1,1,0.5306756,854000,902432.197042895,0.0567121745232965,0
13342,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"RM12","C",44,2,1.8,1.5,248,205,"Average","owner-occupied",51.560871,0.221129,52,29,6,"hornchurch","Essex & Suffolk Water",43600,"Havering","tube",1,0,0,0.4126096,222000,234433.590830598,0.0560071659035945,0
7233,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR2","D",75,4,3.3,1.1,253,78,"Average","owner-occupied",51.344808,-0.046479,49,108,3,"gravel hill","SES Water",54400,"Croydon","light_rail",0,0,1,1.1427546,412000,434546.640127659,0.054724854678784,0
11832,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","C",79.76,6,3.8,3.8,177,177,"Poor","rental (private)",51.438506,-0.196428,103,13,3,"wimbledon park","Thames Water",75000,"Merton","tube",1,0,0,0.3305848,1121000,1180270.44209248,0.0528728296989087,0
15945,NA,NA,"T","N","L",NA,NA,NA,NA,NA,NA,"W14","D",225,5,7.7,4,193,100,"Good","owner-occupied",51.504138,-0.209049,104,12,2,"holland park","Thames Water",60100,"Kensington and Chelsea","tube",1,0,0,0.4840706,1949000,2051388.26947356,0.052533745240412,0
9854,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW11","E",171,7,7.6,4.4,253,145,"Poor","owner-occupied",51.456824,-0.166885,116,19,2,"clapham junction","Thames Water",74000,"Wandsworth","light_rail",0,1,1,0.7133672,1233000,1296533.20467477,0.0515273355026484,0
10682,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW11","E",102,4,5.4,2.9,300,162,"Poor","rental (private)",51.462796,-0.176205,143,19,2,"clapham junction","Thames Water",65900,"Wandsworth","light_rail",0,1,1,0.453622,687000,722314.506793485,0.0514039400196292,0
3785,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM6","D",113,6,4.9,2.5,248,126,"Average","owner-occupied",51.57931,0.121313,78,26,5,"chadwell heath","Essex & Suffolk Water",46600,"Redbridge","rail",0,1,0,0.9706268,393000,413164.379568412,0.0513088538636446,0
12108,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM14","D",73,4,2.9,0.8,224,58,"Average","owner-occupied",51.560303,0.270196,49,16,6,"upminster","Essex & Suffolk Water",48100,"Havering","tube",1,0,1,1.1303266,386000,405579.660386756,0.0507245087739805,0
9277,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW11","B",86.48,3,1.9,1.7,133,121,"Average","owner-occupied",51.466689,-0.183075,48,6,2,"wandsworth town","Thames Water",66400,"Wandsworth","rail",0,1,0,0.500227,729000,765857.161143967,0.0505585200877466,0
7419,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM12","D",76,4,3.5,1.1,260,78,"Good","owner-occupied",51.551414,0.2063,99,15,6,"elm park","Essex & Suffolk Water",52100,"Havering","tube",1,0,0,0.6164288,415000,435870.044010611,0.050289262676171,0
15869,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E2","D",75.6,3,3.4,2.6,269,203,"Very Poor","owner-occupied",51.531754,-0.043547,62,16,2,"bethnal green","Thames Water",45700,"Hackney","tube",1,0,1,0.6114576,391000,410122.603146587,0.0489069134183807,0
1041,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR2","C",73.97,6,3.9,3.9,208,199,"Good","owner-occupied",51.348946,-0.110695,44,97,6,"purley oaks","Thames Water",58600,"Croydon","rail",0,1,0,0.8662316,468000,490605.837675378,0.0483030719559359,0
10462,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","D",106,6,4.3,1.5,230,79,"Average","owner-occupied",51.578734,-0.026535,70,15,3,"walthamstow queens road","Thames Water",48100,"Waltham Forest","light_rail",0,0,1,0.363519,619000,648469.354910111,0.0476080047013106,0
7884,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N4","C",65,4,1.9,1.2,167,103,"Good","owner-occupied",51.577671,-0.112843,42,65,3,"harringay","Thames Water",65500,"Hackney","rail",0,1,0,0.3753256,453000,474467.051781067,0.0473886352782929,0
1915,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR0","D",40,2,2,1.1,260,140,"Average","owner-occupied",51.385465,-0.099576,139,55,5,"west croydon","Thames Water",46000,"Croydon","light_rail",0,1,1,0.6064864,241000,252374.584972041,0.0471974480167658,0
12204,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"KT6","D",51.42,3,3.5,3.5,409,400,"Very Poor","owner-occupied",51.389022,-0.297647,76,35,6,"surbiton","Thames Water",57900,"Kingston upon Thames","rail",0,1,0,0.5884658,281000,294122.12638353,0.0466979586602505,0
7658,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW15","C",64,3,1.3,1.3,108,103,"Good","owner-occupied",51.453285,-0.210795,140,33,2,"east putney","Thames Water",51400,"Kingston upon Thames","tube",1,0,0,0.7407088,560000,585796.444364772,0.0460650792228075,0
4629,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E2","C",49,2,1.5,1.2,171,139,"Average","owner-occupied",51.533579,-0.065255,26,18,2,"cambridge heath","Thames Water",55100,"Hackney","light_rail",0,0,1,0.4579718,406000,424649.897799529,0.0459357088658357,0
3623,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"NW5","E",163,7,8.7,3.7,301,127,"Poor","owner-occupied",51.552562,-0.133314,144,51,2,"kentish town","Thames Water",50900,"Camden","tube",1,1,0,0.4424368,1415000,1479248.10968267,0.0454050245107196,0
4972,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W5","C",66,3,1.4,1.1,124,100,"Average","rental (private)",51.514018,-0.290152,224,34,3,"ealing common","Thames Water",58600,"Ealing","tube",2,0,0,0.338663,501000,523604.697749251,0.0451191571841343,0
4756,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW15","C",73.9,3,1.5,1.4,110,101,"Good","owner-occupied",51.462456,-0.218988,64,16,2,"putney","Thames Water",75500,"Kingston upon Thames","rail",0,1,0,0.1186874,478000,499177.048312713,0.0443034483529557,0
12299,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE9","C",58,3,1.7,1.5,170,145,"Good","owner-occupied",51.447505,0.037038,120,36,4,"mottingham","Thames Water",44500,"Greenwich","rail",0,1,0,0.9867832,284000,296239.310533709,0.0430961638510868,0
13086,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SW16","G",180,9,15,6.5,554,240,"Very Poor","owner-occupied",51.40949,-0.118841,173,40,3,"norbury","Thames Water",54100,"Croydon","rail",0,1,0,0.3119428,612000,637648.513147454,0.0419093352082586,0
5286,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR7","D",97,5,3.4,1.3,202,73,"Average","owner-occupied",51.401237,-0.115657,83,42,4,"thornton heath","Thames Water",51500,"Croydon","rail",0,1,0,0.8631246,477000,496863.793796528,0.0416431735776265,0
7705,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW10","D",73,3,3,1.8,230,143,"Very Poor","owner-occupied",51.487829,-0.176056,122,14,1,"south kensington","Thames Water",58100,"Kensington and Chelsea","tube",3,0,0,0.6735976,1039000,1082164.8158378,0.0415445773222372,0
9503,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E3","C",76,3,2.4,2.3,182,169,"Average","owner-occupied",51.529638,-0.027275,201,15,2,"bow road","Thames Water",57000,"Tower Hamlets","tube",2,0,0,0.2336464,394000,410233.513233524,0.0412018102373707,0
3574,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"KT6","E",113,6,7.7,3.2,383,156,"Very Poor","owner-occupied",51.396234,-0.310008,112,12,6,"surbiton","Thames Water",59900,"Kingston upon Thames","rail",0,1,0,0.3535766,619000,644180.218551702,0.0406788668040414,0
14280,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"SE25","D",105,5,4.1,1.4,241,87,"Average","owner-occupied",51.40816,-0.083394,26,90,4,"norwood junction","Thames Water",51400,"Croydon","light_rail",0,1,1,1.14959,784000,815334.656483094,0.0399676740855788,0
13517,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W5","E",76,3,5.1,1.4,397,102,"Average","owner-occupied",51.519995,-0.290686,67,43,3,"north ealing","Thames Water",62800,"Ealing","tube",1,0,0,0.264095,442000,459313.54087868,0.0391709069653391,0
1941,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N1","C",47,2,1.6,1.2,191,148,"Average","owner-occupied",51.53322,-0.116657,65,25,1,"king's cross","Thames Water",44400,"Islington","tube",6,1,0,0.3548194,510000,529791.838555352,0.0388075265791217,0
4692,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM4","E",104,5,5.6,2.2,303,117,"Average","owner-occupied",51.389475,-0.200307,136,34,4,"st helier","SES Water",46900,"Merton","rail",0,1,0,0.214383,455000,472613.346728775,0.0387106521511539,0
9677,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W9","C",96,4,3.2,1.6,190,96,"Very Poor","rental (private)",51.527337,-0.188504,93,32,2,"maida vale","Thames Water",63000,"Westminster","tube",2,0,0,0.407017,877000,910147.272247201,0.0377962055270252,0
12471,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR6","D",108,5,5.5,2,288,105,"Average","owner-occupied",51.362174,0.105561,64,103,6,"chelsfield","Thames Water",55700,"Bromley","rail",0,1,0,0.4585932,397000,411960.354208971,0.0376835118613887,0
1373,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"WC1X","C",61,3,1.9,1.2,176,117,"Average","rental (private)",51.523608,-0.113896,29,29,1,"chancery lane","Thames Water",50000,"Camden","tube",1,0,0,0.3504696,534000,553834.957252869,0.0371441147057477,0
7517,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"NW11","D",118,5,4.5,1.7,215,82,"Average","owner-occupied",51.58833,-0.183106,46,72,3,"east finchley","Affinity Water",71600,"Barnet","tube",1,0,0,0.9526062,1021000,1058787.37514718,0.0370101617504252,0
11921,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SM5","E",146,9,9.2,3.7,326,128,"Average","rental (private)",51.357317,-0.156975,27,61,5,"wallington","SES Water",53000,"Sutton","rail",0,1,0,0.5735522,547000,567212.900313989,0.0369522857659771,0
1532,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W8","C",101,3,1.9,1.7,108,97,"Average","owner-occupied",51.495299,-0.200306,143,13,1,"earls court","Thames Water",69200,"Kensington and Chelsea","tube",2,0,0,0.4418154,1191000,1234574.60818274,0.0365865727814791,0
7131,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW1V","D",60,3,2.9,1.4,289,138,"Very Poor","owner-occupied",51.490982,-0.140336,109,12,1,"pimlico","Thames Water",61900,"Westminster","tube",1,0,0,0.419445,864000,894186.323671886,0.034937874620238,0
493,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"NW10","E",132,5,6.5,3.5,281,148,"Average","owner-occupied",51.532631,-0.226559,113,50,2,"kensal green","Thames Water",52500,"Brent","tube",2,0,1,0.146029,1173000,1213872.16616911,0.0348441314314695,0
4625,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW12","E",84,5,5,1.6,308,95,"Poor","owner-occupied",51.42276,-0.381232,17,20,6,"hampton","Thames Water",61900,"Richmond upon Thames","rail",0,1,0,0.7897994,556000,575297.052713088,0.0347069293400859,0
3559,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA0","D",110,7,4.3,1.6,224,83,"Good","owner-occupied",51.570358,-0.312837,83,49,4,"south kenton","Affinity Water",61900,"Brent","tube",2,0,1,0.335556,646000,668132.140663447,0.034260279664779,0
15482,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW11","E",155,6,8.3,4.6,304,167,"Good","owner-occupied",51.464124,-0.163325,116,22,2,"clapham junction","Thames Water",73000,"Wandsworth","light_rail",0,1,1,0.3678688,1336000,1381502.92573989,0.0340590761526109,0
4569,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW13","D",83,4,3,1.3,188,78,"Average","owner-occupied",51.473398,-0.251147,22,7,3,"barnes bridge","Thames Water",66100,"Richmond upon Thames","rail",0,1,0,0.0944528,1007000,1040498.52276393,0.0332656631220716,0
12289,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW18","E",112.6,6,7.8,6.9,312,275,"Average","owner-occupied",51.446559,-0.188005,106,11,3,"earlsfield","Thames Water",71900,"Wandsworth","rail",0,1,0,0.391482,1242000,1282661.77168529,0.0327389466065174,0
6538,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA1","D",94,5,4.7,2.6,286,153,"Average","owner-occupied",51.577453,-0.345667,81,67,5,"west harrow","Affinity Water",57000,"Brent","tube",1,0,0,0.5163834,525000,541990.128856829,0.0323621502034836,0
13725,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE27","D",51,3,3.2,1.3,329,132,"Very Poor","owner-occupied",51.425014,-0.098368,59,65,3,"west norwood","Thames Water",43300,"Lambeth","rail",0,1,0,0.5567744,331000,341678.142533123,0.0322602493447829,0
7146,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA7","C",89,5,3.1,1.5,198,94,"Average","owner-occupied",51.471888,0.147687,86,51,6,"barnehurst","Thames Water",53500,"Bexley","rail",0,1,0,0.845104,434000,447999.470110057,0.0322568435715596,0
4717,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW12","D",186,7,7.3,4.9,226,151,"Average","owner-occupied",51.446297,-0.15909,88,24,3,"wandsworth common","Thames Water",71800,"Wandsworth","rail",0,1,0,0.301379,1222000,1261288.6983364,0.0321511443014704,0
15130,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E5","C",64,4,1.6,1.5,143,132,"Average","owner-occupied",51.558109,-0.041306,189,8,3,"lea bridge","Thames Water",38800,"Hackney","rail",0,1,0,1.1328122,391000,403536.574059422,0.0320628492568336,0
8131,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM7","D",72,3,3.6,1.1,284,82,"Average","owner-occupied",51.563134,0.177161,111,12,6,"romford","Essex & Suffolk Water",43700,"Havering","light_rail",0,1,1,1.3509236,325000,335344.080260902,0.0318279392643148,0
5906,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW12","C",77,5,2,0.9,148,62,"Average","owner-occupied",51.428386,-0.385593,75,19,6,"hampton","Thames Water",54700,"Richmond upon Thames","rail",0,1,0,1.2328576,425000,438508.673268239,0.031785113572328,0
13257,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE23","C",58.88,3,2.6,2.2,265,228,"Good","rental (private)",51.441782,-0.059784,27,74,3,"forest hill","Thames Water",66600,"Lewisham","light_rail",0,1,1,0.3212638,335000,345632.111323975,0.0317376457432089,0
12974,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW1P","C",76,3,2.4,1.3,182,101,"Average","owner-occupied",51.496244,-0.134187,40,13,1,"st. james's park","Thames Water",57500,"Westminster","tube",2,0,0,0.4157166,847000,873872.853215098,0.031727099427506,0
6075,NA,NA,"S","N","F",NA,NA,NA,"WEST DULWICH",NA,NA,"SE21","E",41,2,3.4,2.5,471,342,"Average","owner-occupied",51.434585,-0.094661,108,49,3,"west norwood","Thames Water",58200,"Southwark","rail",0,1,0,0.6996964,727000,749898.455125432,0.0314971872426855,0
15060,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE22","D",58,4,3,1.5,294,148,"Very Poor","owner-occupied",51.460924,-0.069927,169,28,2,"east dulwich","Thames Water",62600,"Southwark","rail",0,1,0,0.6387992,411000,423932.258520717,0.0314653491988256,0
14403,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB3","D",78,4,3.4,2,229,133,"Average","rental (social)",51.512734,-0.419938,48,35,5,"hayes and harlington","Affinity Water",49200,"Hillingdon","rail",0,1,0,0.6655194,456000,469940.55261132,0.0305713873055264,0
7920,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SM6","C",49,2,1.6,1.3,167,145,"Average","owner-occupied",51.3567,-0.131575,98,70,5,"wallington","SES Water",44600,"Sutton","rail",0,1,0,1.3987714,202000,208067.776779274,0.0300384989072963,0
14558,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB10","D",81,5,3.5,1,241,66,"Average","owner-occupied",51.551308,-0.447333,70,39,6,"hillingdon","Affinity Water",56000,"Hillingdon","tube",2,0,0,0.351091,474000,487206.566235822,0.0278619540840132,0
6414,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR0","C",121,6,2.9,1.2,133,56,"Average","owner-occupied",51.3876,-0.094228,151,54,4,"selhurst","Thames Water",46000,"Croydon","rail",0,1,0,0.5518032,414000,425352.259509995,0.0274209166908085,0
3087,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW9","E",48.51,3,4.3,3.8,526,472,"Poor","rental (private)",51.471957,-0.117971,64,10,2,"stockwell","Thames Water",54900,"Lambeth","tube",2,0,0,0.3162926,471000,483407.888594996,0.0263437125159142,0
9933,NA,NA,"T","N","F",NA,NA,NA,"WEST NORWOOD",NA,NA,"SE27","D",152,7,5.2,3.1,194,114,"Average","owner-occupied",51.437912,-0.106853,101,49,3,"tulse hill","Thames Water",58200,"Lambeth","rail",0,1,0,0.2783872,752000,771679.167327756,0.026169105489037,0
8670,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W14","E",73.3,4,5.5,4.8,447,393,"Very Poor","owner-occupied",51.500606,-0.22044,8,7,2,"goldhawk road","Thames Water",58100,"Kensington and Chelsea","tube",2,0,0,0.5474534,697000,715035.135040676,0.025875373085619,0
8681,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE23","D",66,3,2.8,2.2,240,191,"Good","owner-occupied",51.443464,-0.052751,96,53,3,"forest hill","Thames Water",66600,"Lewisham","light_rail",0,1,1,0.2355106,337000,345632.111323975,0.0256145736616468,0
7838,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E12","D",119,7,4.1,1.5,194,72,"Average","owner-occupied",51.548463,0.055766,91,10,3,"woodgrange park","Thames Water",41600,"Redbridge","light_rail",0,0,1,0.5692024,507000,519963.069512089,0.0255681844419896,0
14863,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA16","D",88,5,4.9,2.3,313,144,"Average","owner-occupied",51.469755,0.09712,88,57,4,"welling","Thames Water",49400,"Bexley","rail",0,1,0,0.5642312,480000,492123.510360225,0.0252573132504681,0
4726,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW11","C",68,4,1.8,0.5,158,47,"Good","owner-occupied",51.429254,-0.336999,84,11,6,"teddington","Thames Water",64300,"Richmond upon Thames","rail",0,1,0,0.4200664,583000,597524.175676657,0.0249128227729962,0
3326,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW3","C",49,2,2.4,2.4,288,288,"Average","owner-occupied",51.478535,-0.371813,101,29,4,"hounslow central","Thames Water",53100,"Hounslow","tube",1,0,0,0.835783,262000,268508.278144003,0.0248407562748209,0
8729,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW14","C",208,8,4.5,2.7,122,72,"Poor","owner-occupied",51.466863,-0.261604,109,10,3,"mortlake","Thames Water",68200,"Richmond upon Thames","rail",0,1,0,0.363519,1005000,1028828.7990589,0.0237102478198057,0
7911,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E17","D",59,3,2.5,1.6,239,148,"Average","rental (private)",51.572831,-0.028465,71,11,3,"lea bridge","Thames Water",54700,"Waltham Forest","rail",0,1,0,0.720824,375000,383773.396180415,0.0233957231477733,0
9746,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"W3","E",151,6,9.3,4.5,350,166,"Good","owner-occupied",51.523567,-0.271756,85,36,3,"acton main line","Thames Water",55100,"Ealing","rail",0,1,0,0.677326,1024000,1047536.1027451,0.0229844753370124,0
4612,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR6","E",60,4,4.7,1.7,407,137,"Very Poor","owner-occupied",51.37867,0.082723,55,90,6,"orpington","Thames Water",66900,"Bromley","rail",0,1,0,0.5486962,440000,449960.183213138,0.0226367800298602,0
1934,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA16","E",94,4,6.4,3.5,388,210,"Average","owner-occupied",51.464449,0.11912,31,45,5,"bexleyheath","Thames Water",54000,"Bexley","rail",0,1,0,0.7537582,429000,438503.945638909,0.0221537194380157,0
15004,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA5","D",90.2,4,4.3,4.1,246,236,"Average","owner-occupied",51.448861,0.130674,82,29,5,"albany park","Thames Water",54000,"Bexley","rail",0,1,0,0.9917544,429000,438316.583947191,0.0217169788978809,0
3019,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N1","E",62,3,4.1,2.6,378,237,"Average","rental (private)",51.532344,-0.10859,43,39,1,"angel","Thames Water",50900,"Islington","tube",1,0,0,0.360412,519000,529791.838555352,0.0207935232280387,0
15354,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N1","C",43.04,2,1.6,1.5,218,213,"Good","owner-occupied",51.536829,-0.102319,49,35,1,"angel","Thames Water",63500,"Islington","tube",1,0,0,0.2616094,510000,519942.725836676,0.0194955408562282,0
4712,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE16","B",74,3,1.5,1.4,126,115,"Average","rental (private)",51.505715,-0.046493,30,5,2,"rotherhithe","Thames Water",69100,"Southwark","light_rail",0,0,1,0.3691116,561000,571611.983983196,0.0189161924834151,0
15271,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N3","D",50.9,3,2.9,1.6,342,193,"Very Poor","rental (private)",51.60904,-0.191641,29,78,4,"west finchley","Affinity Water",60600,"Barnet","tube",1,0,0,0.1528644,343000,349395.595677871,0.0186460515389839,0
11973,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW18","C",127,4,3.7,2.1,167,92,"Good","owner-occupied",51.441394,-0.195922,103,12,3,"earlsfield","Thames Water",75000,"Wandsworth","rail",0,1,0,0.5101694,1204000,1223846.1751607,0.0164835341866254,0
8648,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA15","D",66,4,2.9,1.1,256,91,"Good","owner-occupied",51.445371,0.092793,96,34,5,"sidcup","Thames Water",56500,"Bexley","rail",0,1,0,1.1259768,380000,386249.915558726,0.016447146207174,0
13951,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE23","D",136,7,5.1,2.9,212,118,"Average","rental (private)",51.45092,-0.039348,135,35,3,"honor oak park","Thames Water",60600,"Lewisham","light_rail",0,0,1,0.3846466,626000,635969.540113405,0.0159257829287616,0
5589,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR0","C",54.523,3,2,1.6,196,150,"Average","owner-occupied",51.378048,-0.02785,34,69,5,"west wickham","Thames Water",52300,"Croydon","rail",0,1,0,0.7320092,368000,373740.656354595,0.0155996096592252,0
9750,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E11","E",89,5,5,1,317,61,"Average","owner-occupied",51.567112,-0.000301,35,17,3,"leytonstone high road","Thames Water",53300,"Redbridge","light_rail",0,0,1,0.7804784,555000,563513.265042558,0.0153392162928968,0
2688,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR3","D",64,3,2.8,1.6,245,145,"Average","owner-occupied",51.415733,-0.029234,106,38,4,"beckenham junction","Thames Water",56300,"Bromley","light_rail",0,2,1,0.4710212,287000,290922.571892688,0.0136674978839305,0
1617,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"RM9","D",50,2,2.8,2.6,341,316,"Average","owner-occupied",51.541822,0.115228,107,7,5,"becontree","Essex & Suffolk Water",39500,"Barking and Dagenham","tube",1,0,0,0.612079,220000,222870.055258364,0.0130457057198383,0
12206,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW2","D",193.65,8,9.5,9,292,276,"Very Poor","owner-occupied",51.457304,-0.121064,65,27,2,"brixton","Thames Water",61900,"Lambeth","tube",1,1,0,0.6064864,897000,908418.937288889,0.0127301419051158,0
13603,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW11","D",50,2,3.7,1.6,431,192,"Very Poor","rental (private)",51.428439,-0.343574,32,12,6,"teddington","Thames Water",62200,"Richmond upon Thames","rail",0,1,0,0.5723094,281000,284506.615990155,0.012479060463186,0
11533,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB3","D",135,7,5,2.2,211,89,"Average","owner-occupied",51.508417,-0.411831,149,33,5,"hayes and harlington","Affinity Water",49200,"Hillingdon","rail",0,1,0,0.7096388,521000,527481.855414245,0.0124411812173614,0
4461,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE12","D",132,6,4.5,2,193,86,"Good","owner-occupied",51.438919,0.022339,91,47,4,"grove park","Thames Water",53700,"Lewisham","rail",0,1,0,0.671112,595000,602278.37601294,0.012232564727631,0
